"id","problem_number","title","statement","background","status","category_id","difficulty_level_id"
2489,"EP-1101","Erdős Problem #1101","If $u=\{u_1<u_2<\cdots\}$ is a sequence of integers such that $(u_i,u_j)=1$ for all $i eq j$ and $\sum \frac{1}{u_i}<\infty$ then let $\{a_1<a_2<\cdots\}$ be the sequence of integers which are not divisible by any of the $u_i$. For any $x$ define $t_x$ by $ u_1\cdots u_{t_x}\leq x< u_1\cdots u_{t_x}u_{t_x+1}. $ We call such a sequence $u_i$ good if, for all $\epsilon>0$, if $x$ is sufficiently large then $ \max_{a_k<x} (a_{k+1}-a_k) < (1+\epsilon)t_x \prod_{i}\left(1-\frac{1}{u_i}\right)^{-1}. $ Is there a good sequence such that $u_n< n^{O(1)}$? Is there a good sequence such that $u_n\leq e^{o(n)}$?","Erdos \cite{Er81h} believed the answer to the first question is no and the second question is yes. He proved the existence of some good sequence (in which all the $u_i$ are primes). An easy sieve argument proves that we always have, for any sequence $u$ with those properties, $ \max_{a_k<x} (a_{k+1}-a_k)> (1+o(1))t_x \prod_{i}\left(1-\frac{1}{u_i}\right)^{-1}. $ The strong form of [208] is asking whether if $u_i=p_i^2$, the sequence of prime squares, is good. References [Er81h] Erdos, P., Some problems and results on additive and multiplicative number theory. Analytic number theory (Philadelphia, Pa., 1980) (1981), 171-182.","open",1,1
2490,"EP-1103","Erdős Problem #1103","Let $A$ be an infinite sequence of integers such that every $n\in A+A$ is squarefree. How fast must $A$ grow?","Erdos notes there exists such a sequence which grows exponentially, but does not expect such a sequence of polynomial growth. In \cite{Er81h} he asked whether there is an infinite sequence of integers $A$ such that, for every $a\in A$ and prime $p$, if $ a\equiv t\pmod{p^2} $ then $1\leq t<p^2/2$. He noted that such a sequence has the property that every $n\in A+A$ is squarefree. He wrote 'I am doubtful if such a sequence exists. I formulated this problem while writing these lines and must ask the indulgence of the reader if it turns out to be trivial.' Indeed, there are trivially at most finitely many such $a$, since there cannot be any primes $p\in (a^{1/2},(2a)^{1/2}]$, but there exist primes in $(x,\sqrt{2}x)$ for all large $x$. If $A=\{a_1<a_2<\cdots\}$ is such a sequence then van Doorn and Tao \cite{vDTa25} have shown that $a_j > 0.24j^{4/3}$ for all $j$, and further that there exists such a sequence (furthermore with squarefree terms) such that $ a_j < \exp(5j/\log j) $ for all large $j$. A superior lower bound of $a_j \gg j^{15/11-o(1)}$ had earlier been found by Konyagin \cite{Ko04} when considering the finite case [1109]. They also obtain further results for the generalisation from squarefree to $k$-free integers, and also replacing $A+A$ with $A\cup (A+A)\cup(A+A+A)$. See also [1109] for the finite analogue of this problem. References [Er81h] Erdos, P., Some problems and results on additive and multiplicative number theory. Analytic number theory (Philadelphia, Pa., 1980) (1981), 171-182. [Ko04] Konyagin, S. V., Problems of the set of square-free numbers. Izv. Ross. Akad. Nauk Ser. Mat. (2004), 63--90. [vDTa25] W. van Doorn and T. Tao, Growth rates of sequences governed by the squarefree properties of its translates. arXiv:2512.01087 (2025).","open",1,1
2491,"EP-1104","Erdős Problem #1104","Let $f(n)$ be the maximum possible chromatic number of a triangle-free graph on $n$ vertices. Estimate $f(n)$.","The best bounds available are $ (1-o(1))(n/\log n)^{1/2}\leq f(n) \leq (2+o(1))(n/\log n)^{1/2}. $ The upper bound is due to Davies and Illingworth \cite{DaIl22}, the lower bound follows from a construction of Hefty, Horn, King, and Pfender \cite{HHKP25}. One can ask a similar question for the maximum possible chromatic number of a triangle-free graph on $m$ edges. Let this be $g(m)$. Davies and Illingworth \cite{DaIl22} prove $ g(m) \leq (3^{5/3}+o(1))\left(\frac{m}{(\log m)^2}\right)^{1/3}. $ Kim \cite{Ki95} gave a construction which implies $g(m) \gg (m/(\log m)^2)^{1/3}$. The function $f(n)$ is the inverse to the function $h_3(k)$ considered in [1013]. A generalisation of $f(n)$ is considered in [920]. References [DaIl22] Davies, Ewan and Illingworth, Freddie, The {$\chi$}-{R}amsey problem for triangle-free graphs. SIAM J. Discrete Math. (2022), 1124--1134. [HHKP25] Z. Hefty, P. Horn, D. King, and F. Pfender, Improving $R(3,k)$ in just two bites. arXiv:2510.19718 (2025). [Ki95] Kim, J. H., The Ramsey number $R(3,t)$ has order of magnitude $t^2/\log t$. Random Structures and Algorithms (1995), 173-207.","open",3,1
2492,"EP-1105","Erdős Problem #1105","The anti-Ramsey number $\mathrm{AR}(n,G)$ is the maximum possible number of colours in which the edges of $K_n$ can be coloured without creating a rainbow copy of $G$ (i.e. one in which all edges have different colours). Let $C_k$ be the cycle on $k$ vertices. Is it true that $ \mathrm{AR}(n,C_k)=\left(\frac{k-2}{2}+\frac{1}{k-1}\right)n+O(1)? $ Let $P_k$ be the path on $k$ vertices and $\ell=\lfloor\frac{k-1}{2}\rfloor$. If $n\geq k\geq 5$ then is $\mathrm{AR}(n,P_k)$ equal to $ \max\left(\binom{k-2}{2}+1, \binom{\ell-1}{2}+(\ell-1)(n-\ell+1)+\epsilon\right) $ where $\epsilon=1$ if $k$ is odd and $\epsilon=2$ otherwise?","A conjecture of Erdos, Simonovits, and S\'{o}s \cite{ESS75}, who gave a simple proof that $\mathrm{AR}(n,C_3)=n-1$. In this paper they announced proofs of the claimed formula for $\mathrm{AR}(n,P_k)$ for $n\geq \frac{5}{4}k+C$ for some large constant $C$, and also for all $n\geq k$ if $k$ is sufficiently large, but these never appeared. Simonovits and S\'{o}s \cite{SiSo84} published a proof that the claimed formula for $\mathrm{AR}(n,P_k)$ is true for $n\geq ck^2$ for some constant $c>0$. A proof of the formula for $\mathrm{AR}(n,P_k)$ for all $n\geq k\geq 5$ has been announced by Yuan \cite{Yu21} References [ESS75] Erdos, P. and Simonovits, M. and S\'os, V. T., Anti-{R}amsey theorems. (1975), 633--643. [SiSo84] Simonovits, Mikl\'os and S\'os, Vera T., On restricted colourings of {$K_n$}. Combinatorica (1984), 101--110. [Yu21] L.-T. Yuan, The anti-Ramsey number for paths. arXiv:2102.00807 (2021).","open",3,1
2493,"EP-1106","Erdős Problem #1106","Let $p(n)$ denote the partition function of $n$ and let $F(n)$ count the number of distinct prime factors of $ \prod_{1\leq k\leq n}p(k). $ Does $F(n)\to \infty$ with $n$? Is $F(n)>n$ for all sufficiently large $n$?","Asked by Erdos at Oberwolfach in 1986. Schinzel noted in the Oberwolfach problem book that $F(n)\to \infty$ follows from the asymptotic formula for $p(n)$ and a result of Tijdeman \cite{Ti73}. This is not obvious; details are given in a paper of Erdos and Ivi\'{c} (see page 69 of \cite{ErIv90}). Schinzel and Wirsing \cite{ScWi87} have proved $F(n) \gg \log n$. Ono \cite{On00} has proved that every prime divides $p(n)$ for some $n\geq 1$ (indeed this holds, for any fixed prime, for a positive density set of $n$). References [ErIv90] Erdos, Paul and Ivi\'c, Aleksandar, The distribution of values of a certain class of arithmetic functions at consecutive integers. (1990), 45--91. [On00] Ono, Ken, Distribution of the partition function modulo {$m$}. Ann. of Math. (2) (2000), 293--307. [ScWi87] Schinzel, A. and Wirsing, E., Multiplicative properties of the partition function. Proc. Indian Acad. Sci. Math. Sci. (1987), 297--303. [Ti73] Tijdeman, R., On integers with many small prime factors. Compositio Math. (1973), 319--330.","open",1,1
2494,"EP-1107","Erdős Problem #1107","Let $r\geq 2$. A number $n$ is $r$-powerful if for every prime $p$ which divides $n$ we have $p^r\mid n$. Is every large integer the sum of at most $r+1$ many $r$-powerful numbers?","Given in the 1986 Oberwolfach problem book as a problem of Erdos and Ivi\'{c}. This is true when $r=2$, as proved by Heath-Brown \cite{He88} (see [941]). See [940] for the problem of which integers are the sum of at most $r$ many $r$-powerful numbers. References [He88] Heath-Brown, D. R., Ternary quadratic forms and sums of three square-full numbers. (1988), 137--163.","open",1,1
2495,"EP-1108","Erdős Problem #1108","Let $ A = \left\{ \sum_{n\in S}n! : S\subset \mathbb{N}\textrm{ finite}\right\}. $ If $k\geq 2$, then does $A$ contain only finitely many $k$th powers? Does it contain only finitely many powerful numbers?","Asked by Erdos at Oberwolfach in 1988. It is open even whether there are infinitely many squares of the form $1+n!$ (see [398]). This was motivated in part by a problem of Mahler which he discussed with Erdos a few days before his death in 1988: if $k\geq 5$ and $ A_k= \left\{ \sum_{n\in S}k^n : S\subset \mathbb{N}\textrm{ finite}\right\} $ then does $A_k$ contain only finitely many squares? Mahler showed that there are infinitely many squares in $A_k$ for $k\leq 4$, and found only one square for $k\geq 5$, namely $ 1+7+7^2+7^3=400. $ Brindza and Erdos \cite{BrEr91} proved that, for any $r$, if $n_1!+\cdots+n_r!$ is powerful then $n_1\ll_r 1$. References [BrEr91] Brindza, B. and Erdos, P., On some {D}iophantine problems involving powers and factorials. J. Austral. Math. Soc. Ser. A (1991), 1--7.","open",2,1
2496,"EP-1109","Erdős Problem #1109","Let $f(N)$ be the size of the largest subset $A\subseteq \{1,\ldots,N\}$ such that every $n\in A+A$ is squarefree. Estimate $f(N)$. In particular, is it true that $f(N)\leq N^{o(1)}$, or even $f(N) \leq (\log N)^{O(1)}$?","First studied by Erdos and S\'{a}rk""{o}zy \cite{ErSa87}, who proved $ \log N \ll f(N) \ll N^{3/4}\log N, $ and guessed the lower bound is nearer the truth. S\'{a}rk""{o}zy \cite{Sa92c} extended this to consider the case of $A+B$ and also looking for sumsets which are $k$-power-free. Gyarmati \cite{Gy01} gave an alternative proof of $f(N)\gg \log N$, and also gave new bounds for the case of $A+B$. Konyagin \cite{Ko04} improved this to $ \log\log N(\log N)^2\ll f(N) \ll N^{11/15+o(1)}. $ The infinite analogue of this problem is [1103]. (In particular upper bounds for this $f(N)$ directly imply lower bounds for the size of the $a_j$ considered there.) References [ErSa87] Erdos, P. and S\'ark""ozy, A., On divisibility properties of integers of the form {$a+a'$}. Acta Math. Hungar. (1987), 117--122. [Gy01] Gyarmati, Katalin, On divisibility properties of integers of the form {$ab+1$}. Period. Math. Hungar. (2001), 71--79. [Ko04] Konyagin, S. V., Problems of the set of square-free numbers. Izv. Ross. Akad. Nauk Ser. Mat. (2004), 63--90. [Sa92c] S\'ark""ozy, G. N., On a problem of {P}. {E}rd\H{o}s. Acta Math. Hungar. (1992), 271--282.","open",1,1
2497,"EP-1110","Erdős Problem #1110","Let $p>q\geq 2$ be two coprime integers. We call $n$ representable if it is the sum of integers of the form $p^kq^l$, none of which divide each other. If $\{p,q\} eq \{2,3\}$ then what can be said about the density of non-representable numbers? Are there infinitely many coprime non-representable numbers?","A problem of Erdos and Lewin \cite{ErLe96}, who proved that there are finitely many non-representable numbers if and only if $\{p,q\}=\{2,3\}$. Indeed, in \cite{Er92b} Erdos wrote 'last year I made the following silly conjecture': every integer $n$ can be written as the sum of distinct integers of the form $2^k3^l$, none of which divide any other. He wrote 'I mistakenly thought that this was a nice and difficult conjecture but Jansen and several others found a simple proof by induction.' This simple proof is as follows: one proves the stronger fact that such a representation always exists, and moreover if $n$ is even then all the summands can be taken to be even: if $n=2m$ we are done applying the inductive hypothesis to $m$. Otherwise if $n$ is odd then let $3^k$ be the largest power of $3$ which is $\leq n$ and apply the inductive hypothesis to $n-3^k$ (which is even). Yu and Chen \cite{YuCh22} prove that the set of non-representable numbers has density zero whenever $q>3$ or $q=3$ and $p>6$ or $q=2$ and $p>10$. They also prove that there are infinitely many coprime non-representable numbers if $q>3$ or $q=3$ and $p eq 5$ or $q=2$ and $p ot\in \{3,5,9\}$. Erdos and Lewin \cite{ErLe96} also asked whether all large integers $n$ can be written as a sum of $2^k3^l$, none of which divide another, each of which is $>f(n)$ for some $f(n)\to \infty$. Let $f(n)$ be the fastest growing such $f(n)$. Yu and Chen \cite{YuCh22} proved $ \frac{n}{(\log n)^{\log_23}}\ll f(n) \ll \frac{n}{\log n}. $ Yang and Zhao \cite{YaZh25} improved the lower bound to $f(n)\gg n/\log n$. The case of three powers is the subject of [123], and see also [845] for more on the case $\{p,q\}=\{2,3\}$. The problem [246] addresses the topic without the non-divisibility condition. References [Er92b] Erdos, Paul, Some of my favourite problems in various branches of combinatorics. Matematiche (Catania) (1992), 231-240. [ErLe96] Erdos, P. and Lewin, Mordechai, $d$-complete sequences of integers. Math. Comp. (1996), 837-840. [YaZh25] Yang, Quan-Hui and Zhao, Lilu, A conjecture of {Y}u and {C}hen related to the {E}rd\H os-{L}ewin theorem. Acta Arith. (2025), 277--286. [YuCh22] Yu, Wang-Xing and Chen, Yong-Gao, On a conjecture of {E}rd\H{o}s and {L}ewin. J. Number Theory (2022), 763--778.","open",1,1
2498,"EP-1111","Erdős Problem #1111","If $G$ is a finite graph and $A,B$ are disjoint sets of vertices then we call $A,B$ anticomplete if there are no edges between $A$ and $B$. If $t,c\geq 1$ then there exists $d\geq 1$ such that if $\chi(G)\geq d$ and $\omega(G)<t$ then there are anticomplete sets $A,B$ with $\chi(A)\geq \chi(B)\geq c$.","A problem of El Zahar and Erdos \cite{ElEr85}, who show that it suffices to consider the case $t\leq c$. Let $d(t,c)$ be the minimal such $d$. El Zahar and Erdos note that a result of Wagon \cite{Wa80b} implies $d(t,2)\leq \binom{t}{2}+1$ (and in fact $d(t+1,2)\leq d(t,2)+t$). We also have $t(2,2)=2$ and $t(3,2)=4$ and $t(4,2)=5$. El Zahar and Erdos proved $d(3,3)\leq 8$ and $ d(t,3) \leq 2\binom{t-1}{3}+7\binom{t-1}{2}+t $ for $t>3$. Nguyen, Scott, and Seymour \cite{NSS24} prove that if $t,c\geq 1$ then there exists $d\geq 1$ such that if $\chi(G)\geq d$ and $\omega(G)<t$ then there are anticomplete sets $A,B$ with $\chi(B)\geq c$ and such that the minimum degree of the induced graph on $A$ is at least $c$. References [ElEr85] El-Zahar, M. and Erdos, P., On the existence of two nonneighboring subgraphs in a graph. Combinatorica (1985), 295--300. [NSS24] Nguyen, Tung and Scott, Alex and Seymour, Paul, On a problem of {E}l-{Z}ahar and {E}rd\H{o}s. J. Combin. Theory Ser. B (2024), 211--222. [Wa80b] Wagon, Stanley, A bound on the chromatic number of graphs without certain induced subgraphs. J. Combin. Theory Ser. B (1980), 345--346.","open",3,1
2499,"EP-1112","Erdős Problem #1112","Let $1\leq d_1<d_2$ and $k\geq 3$. Does there exist an integer $r$ such that if $B=\{b_1<\cdots\}$ is a lacunary sequence of positive integers with $b_{i+1}\geq rb_i$ then there exists a sequence of positive integers $A=\{a_1<\cdots\}$ such that $ d_1\leq a_{i+1}-a_i\leq d_2 $ for all $i\geq 1$ and $(kA)\cap B=\emptyset$, where $kA$ is the $k$-fold sumset?","Erdos and Graham \cite{ErGr80} noted that if $B=\{b_1<b_2<\cdots\}$ with $b_1\geq 5$ and $b_{i+1}\geq 2b_i$ then there is a set $A=\{a_1<a_2<\cdots\}$ with $2\leq a_{k+1}-a_k\leq 3$ for all $k$ such that $(A+A)\cap B=\emptyset$. Bollob\'{a}s, Hegyv\'{a}ri, and Jin \cite{BHJ97} showed that such an $A$ must exist if $b_{i+1}\geq 2b_i-O(1)$, and that this is best possible. Erdos and Graham go on to say 'whether such behavior can hold for $A+A+A$ (or more summands) is not known'. The above question is my best interpretation of what they intended. Bollob\'{a}s, Hegyv\'{a}ri, and Jin \cite{BHJ97} provide a negative answer in that, for any sequence of integers $1\leq r_1<r_2<\cdots$, there is a $B$ as above with $b_{i+1}\geq r_ib_i$ such that $(A+A+A)\cap B eq\emptyset$ for any $A$ with $2\leq a_{i+1}-a_i\leq 3$. They define, more generally, $r_k(d_1,d_2)$ as the smallest $r$ (if it exists) such that if $b_{i+1}\geq rb_i$ then there exists $A$ with $d_1\leq a_{i+1}-a_i\leq d_2$ such that $(kA)\cap B=\emptyset$, where $kA$ is the $k$-fold sumset. It follows from the above results that $r_2(2,3)=2$ and that $r_3(2,3)$ does not exist. Chen \cite{Ch00} proved that $r_2(a,b)\leq 2$ for any integers $a<b$ with $b eq 2a$, and that $r_2(a,2a)\geq 2$ for all integers $a$. The more general question of existence of $r_k(a,b)$ for $k\geq 3$ remains open. Some further technical non-existence results are given by Tang and Yang \cite{TaYa21}. [Note the stated problem is a generous interpretation of a very ambiguous remark in \cite{ErGr80}, so it might be more appropriate to call this a problem 'inspired by Erdos and Graham'.] References [BHJ97] Bollob\'as, B\'{e}la and Hegyv\'ari, Norbert and Jin, Guoping, On a problem of {E}rd\H{o}s and {G}raham. Discrete Math. (1997), 253--257. [Ch00] Chen, Yong-Gao, On sums and intersects of sequences. Discrete Math. (2000), 351--354. [ErGr80] Erdos, P. and Graham, R., Old and new problems and results in combinatorial number theory. Monographies de L'Enseignement Mathematique (1980). [TaYa21] Tang, Min and Yang, Quan-Hui, On a problem of {E}rd\H{o}s and {G}raham. Publ. Math. Debrecen (2021), 485--493.","open",1,1
